Brand,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
HP,Intel Core i5-1335U,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,799
Acer,Intel Core i7-12700H,GeForce RTX 3060,16GB,14.0 Inches,1920 x 1200,512GB PCIe NVMe SSD,Windows 11 Home,None,1334.99
ASUS,Intel Celeron N4020,Intel UHD Graphics,4GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,3.59 lbs,429.99
Lenovo,Intel Core i5-11400H,Intel UHD Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,1399.99
ASUS,Intel Core i7-12700H,GeForce RTX 3060,16GB,15.6 Inches,4K Ultra HD (3840x2160),1TB SSD,Windows 11 Home,None,1969.99
HP,Intel Celeron N4020,Intel HD Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,3 - 3.9 lbs.,418.99
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3 - 3.9 lbs.,789.99
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,8GB,14 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,888.99
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,24GB,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,1049.99
Lenovo,Intel Celeron N4100 (1.10GHz),Intel UHD Graphics 600,4GB,11.6 Inches,1366 x 768,128 GB PCIe SSD,Windows 10 Pro National Academic Standard,None,349
Lenovo,Intel Core i7-1165G7,NVIDIA T500 4GB GDDR6 Dual (Integrated+Dedicated) Graphics,24GB,15.6 Inches,1920x1080,512GB PCIe NVMe SSD,Windows 11 Pro-64,None,1109.99
HP,Intel Core i7-1355U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1119.99
Acer,Intel Core i7-12700H,GeForce RTX 3060,16GB,14.0 Inches,1920 x 1200,512GB SSD,Windows 11 Home,None,1399.95
Lenovo,"Intel Core i5-10210U Processor (4-Core, Up to 4.2 GHz)",Intel UHD Graphics,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 11Full HD,4 - 4.9 lbs.,569.79
Lenovo,"Intel Core i5-10210U Processor (4-Core, Up to 4.2 GHz)",Intel UHD Graphics,20GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,4 - 4.9 lbs.,619.79
Lenovo,"Intel Core i5-10210U Processor (4-Core, Up to 4.2 GHz)",Intel UHD Graphics,20GB,14 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,4 - 4.9 lbs.,669.79
HP,AMD Ryzen 5 4500U,AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10,None,625
HP,Intel Core i7-1360P (2.20GHz),Intel Iris Xe,32GB,16.0 Inches,1920x1200,512GB PCIe NVMe SSD,Windows 11 Pro,None,1684.99
HP,Intel Core i3-8GB,Intel UHD Graphics,8GB,17.3 Inches,1920 x 1080,1TB HDD,Windows 10 Home,4.86 pounds,587.99
Lenovo,"Intel Core i3-1115G4 Processor @ 3.00GHz (2 Cores, 6M Cache, up to 4.10)",,20GB DDR4,"15.6"" HD (1366x768) TN 220nits Anti-glare, Touchscreen Display",,,,4 - 4.9 lbs.,559.79
ASUS,Intel Celeron N3350 (1.1GHz),Intel HD Graphics,4GB,14 Inches,1366 x 768,64GB eMMC,Chrome OS,None,339.79
ASUS,AMD Ryzen 9 7945HX,GeForce RTX 4080,32GB DDR5 4800MHz,16.0 Inches,2560 x 1600,1TB PCIe NVMe SSD,Windows 11 Pro,None,3634.99
Acer,Qualcomm Kryo 468 Octa-core (8 Core) 2.40 GHz,Qualcomm Adreno 618,4 GB,11.6 Inches,1366 x 768,32 GB Flash Memory,Chrome OS,None,229.22
Acer,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,2x512GB PCIe NVMe SSD,Windows 10 Pro,None,1084.99
HP,Intel Core i5,Intel HD Graphics 620,8GB,17.3 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,649.99
HP,Intel Core i5-1135G7,Intel HD Graphics 620,12GB,17.3 Inches,1080p,1TB HDD,Windows 10 Home,4 - 4.9 lbs.,679.99
ASUS,AMD Ryzen 9 5900HX,GeForce RTX 3050 Ti,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,1634.99
HP,Intel i3-1215U,Intel UHD Graphics,12GB,17.3 Inches,1600x900p,512GB SSD,Windows 11 Home,None,599
Acer,Intel Core i7-11800H,NVIDIA GeForce RTX 3060,16GB,16 Inches,2560 x 1600,512GB SSD,Windows 10 Home,None,1749.99
ASUS,AMD Ryzen 9 5900HX,NVIDIA RTX 3080,64GB,15.6 Inches,2560 x 1440,1TB SSD,Windows 10 Pro,None,3609
Samsung,Intel Core i7 2.20 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,2880 x 1800,1 TB SSD,Windows 11 Pro,None,1892.01
Acer,Intel Core i7-11800H,GeForce RTX 3050 Ti,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1109.99
ASUS,Intel Celeron N3350 (2M Cache up to 2.4 GHz),Intel HD Graphics,4GB,15.6 Inches,1366 x 768,32GB eMMC,Chrome OS,None,299.99
Lenovo,AMD Ryzen 7 PRO 5850U,AMD Radeon Graphics,16 GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,729
Acer,Intel Core i7-1255U,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,864.99
Microsoft,Intel Pentium 4415Y (1.60 GHz),Intel HD Graphics 615,4 GB,10.0 Inches,,64 GB eMMC,Windows 10 S,1.15 lbs.,299
MSI,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,16GB,"17.3"" FHD 144Hz",1920 x 1080,2 X 1TB SSD,Windows 11 Home,None,1299.99
MSI,Intel Core i5-10300H,NVIDIA GeForce GTX1650,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,675.79
HP,AMD Ryzen 3 3250u,AMD Radeon Graphics,8GB,17.3 Inches,1600 x 900,256GB SSD,Windows 10 Home,6.52 lbs.,589
Lenovo,Intel Core i3-1005G1,Intel UHD Graphics,4GB,14.0 Inches,1920 x 1080,128GB SSD,Windows 10 SSlim and light,None,289.99
Lenovo,Intel Core i7-1255U,Intel HD Graphics 620,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,599.99
Acer,Intel Core i7-11800H,GeForce RTX 3050 Ti,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1269.99
Acer,Intel Core i7-11800H,GeForce RTX 3050 Ti,8GB,15.6 Inches,1920 x 1080,128GB SSD,Windows 11 Home,None,1169.99
Lenovo,Intel Core i7-1255U,Intel HD Graphics 620,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,599.99
Acer,Intel Core i7-11800H,GeForce RTX 3050 Ti,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1269.99
Acer,Intel Core i7-11800H,GeForce RTX 3050 Ti,16GB,15.6 Inches,1920 x 1080,2x512GB PCIe NVMe SSD (1TB available storage),Windows 11 Home,None,1369.99
Acer,Intel Core i7-11800H,GeForce RTX 3050 Ti,8GB,15.6 Inches,1920 x 1080,128GB SSD,Windows 11 Home,None,1169.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,869.99
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,256GB SSD,Windows 10 Pro,None,739
Acer,Intel Core i7-1255U,Intel Iris Xe,8GB,15.6 Inches,1920x1080,512GB SSD,Windows 10 Home,None,784.99
Acer,Intel i5-1335U,Intel Iris Xe,16GB,17.3 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,None,959.99
Acer,Intel Core i7-11800H,GeForce RTX 3050 Ti,8GB,15.6 Inches,1920 x 1080,1TB HDD,Windows 11 Home,None,1179.99
HP,Intel Celeron N4000, ,4 GB,14 Inches,1920 x 1200,32 GB eMMC,Chrome OS,None,294
Acer,Intel Core i5-1135G7,Intel Iris Xe,12GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,715
Lenovo,MediaTek MT8173C,  MediaTek MT8173C,4GB,11.6 Inches,1366 x 768,32GB eMMC Flash Memory,Chrome OS,None,255.99
MSI,Intel Core i7-12700H,GeForce RTX 3080 Ti,16GB,15.6 Inches,2560 x 1440,2TB SSD,Windows 11 Home,None,3919
HP,Intel Core i3-1115G4 Processor,Intel UHD Graphics,8GB,17.3 Inches,1600 x 900,256GB SSD,Windows 11 Home,None,526.79
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,4TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,1299.99
ASUS,Intel Core i7-12700H,GeForce RTX 3060 6GB GDDR6 Dual (Integrated+Dedicated) Graphics,16GB,15.6 Inches,4K Ultra HD (3840x2160) 60Hz Touchscreen OLED Display,1TB PCIe NVMe SSD,Windows 11 Pro,None,2014.99
HP,Intel Core i5-1035G1,Intel UHD Graphics 1,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,619.99
Lenovo,AMD Ryzen 7 5825U,AMD Radeon Graphics,16GB,15.6 Inches,1920x1080,512GB SSD,Windows 11 Pro,None,889
Acer,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,512GB SSD,Windows 10 Pro,None,1004.99
Acer,Intel Core i7-1255U,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 10 Pro,None,984.99
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,24GB,16 Inches,1920 x 1200,512GB SSD,Windows 10 Pro,None,779
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 10 Pro,None,949
Lenovo,AMD Ryzen 7 PRO 5850U,AMD Radeon Graphics,16 GB,13.3 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,779
Acer,Intel Core i5-1035G4,Intel Iris Plus,8GB,13.5 Inches,2256x1504,512GB SSD,Windows 10 Home,None,819
HP,Intel Core i7-1165G7,NVIDIA GeForce MX450,16GB,17.3 Inches,1600 x 900,1TB HDD + 256GB SSD,Windows 11 Home,5 - 5.9 lbs.,1099
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4060,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,1129.99
HP,Intel Core i5-1135G7,Intel Iris Xe,32GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,569.79
ASUS,Intel Core i7-13700H,Intel Iris Xe,16GB,14.5 Inches,2880 x 1800,8TB PCIe SSD,Windows 11 Home,None,2489.99
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,24GB,15.6 Inches,1920 x 1080,4TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,1349.99
HP,Intel Core i5-1135G7,Intel Iris X Graphics,12GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,699.99
HP,Intel Core i5-1135G7,Intel HD Graphics 620,12GB,14 Inches,1080p,256GB SSD,Windows 10 Home,None,649.75
HP,Intel Core i5-8250U,Intel HD Graphics 620,8GB,15.6 Inches,1920 x 1080,128GB SSD,Windows 10 Home,None,146.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,14 Inches,1366 x 768,256GB SSD,Windows 10 Home,None,379.99
ASUS,Intel Core i7-12700H,NVIDIA GeForce RTX 4070,32GB DDR4,"15.6"" FHD 144Hz Display",1920x1080,2TB SSD,Windows 11 Home,None,1489.99
ASUS,Intel Core i7-12700H,NVIDIA GeForce RTX 4070,32GB DDR4 RAM,15.6 Inches,1920x1080,2TB PCIe SSD,Windows 11 Home,4 - 4.9 lbs.,1417.79
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,578.79
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,8GB,16 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,729
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,512GB SSD,Windows 10 Pro,None,769
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,40GB,16 Inches,1920 x 1200,2TB SSD,Windows 10 Pro,None,939
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,24GB,16 Inches,1920 x 1200,1TB SSD,Windows 10 Pro,None,819
Acer,Intel Core i7-1255U,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,904.99
Lenovo,Intel Core i7-1270P,Intel Iris Xe Graphics,32GB,14.0 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,1399
HP,Intel Core i7-1355U (10-Core) Processor,Intel HD Graphics 620,16GB,17.3 Inches,1600 x 900,1TB SSD,Windows 11 Home,None,887
HP,Intel Core i7-1255U (10-Core) Processor,Intel HD Graphics 620,16GB,17.3 Inches,1600 x 900,1TB SSD,Windows 11 Home,None,999.99
HP,Intel Core i7-1255U (10-Core) Processor,Intel HD Graphics 620,12GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,1099.75
Samsung,Intel Core i7 12th Gen i7-1270P 2.20 GHz,Intel Evo Platform,32 GB,14 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,None,1823.95
Dell,Intel Core i5 12th Gen i5-1240P Dodeca-core (12 Core),Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,None,1416.99
Lenovo,"Intel 10th Generation Core i3-1005G1, 2-core (dual-core), 1.2 gigahertz",Intel UHD Graphics,8GB,15.6 inches 1920 x 1080 (Full HD) LED Display,1920 x 1080 (Full HD),256GB Solid State Drive,Windows 10 Home,None,436.79
Lenovo,Intel Core i3-10110U Processor,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB SSD,Windows 10 Home,None,444.8
HP,Intel Core i7-1255U (10-Core),NVIDIA GeForce MX550,2GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Professional,None,1119.99
ASUS,Intel Core i3-1220P Processor,Intel UHD Graphics,12GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,479.99
Acer,Intel Core i7-11800H,NVIDIA GeForce RTX 3060,32GB,16 Inches,2560 x 1600,4TB PCIe SSD,Windows 10 Pro,None,2999.99
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,17.3 Inches,1920 x 1080,1TB + 256GB SSD,Windows 10 Home,6.22 lbs,1399.99
Lenovo,Intel Core i5-1035G1,Intel HD Graphics,20GB,14 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,729.99
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8 GB,17 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,None,599.79
HP,Intel Core i5-1135G7,Intel HD Graphics,12GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,589.79
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,24GB,16 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,None,819
Lenovo,AMD Ryzen 5 5500U,AMD Radeon Graphics,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,819
Lenovo,AMD Ryzen 7 5825U,AMD Radeon Graphics,40GB,15.6 Inches,1920x1080,1TB SSD,Windows 10 Pro,None,1009
Lenovo,AMD Ryzen 7 5825U,AMD Radeon Graphics,24GB,15.6 Inches,1920x1080,1TB SSD,Windows 11 Pro,None,959
Lenovo,AMD Ryzen 7 5825U,AMD Radeon Graphics,24GB,15.6 Inches,1920x1080,1TB SSD,Windows 10 Pro,None,959
Lenovo,AMD Ryzen 5 4500U,AMD Radeon Graphics,8GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10,None,709
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,749
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,None,1009
Lenovo,AMD Ryzen 5 5500U,AMD Radeon Graphics,8GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,739
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,40GB,16 Inches,1920 x 1200,1TB SSD,Windows 10 Pro,None,849
Lenovo,AMD Ryzen 7 PRO 5850U,AMD Radeon Graphics,16 GB,13.3 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,779
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,40GB,16 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,None,849
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,24GB,16 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,779
Lenovo,AMD Ryzen 5 5500U,AMD Radeon Graphics,24GB,14.0 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,859
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1200,1TB SSD,Windows 10 Pro,None,1009
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,40GB,16 Inches,1920 x 1200,2TB SSD,Windows 11 Pro,None,939
Lenovo,AMD Ryzen 5 5625U,AMD Radeon Graphics,16GB,15.6 Inches,1920x1080,512GB SSD,Windows 11 Pro,None,859
Lenovo,AMD Ryzen 7 5825U,AMD Radeon Graphics,40GB,15.6 Inches,1920x1080,2TB SSD,Windows 11 Pro,None,1069
Lenovo,Intel Core i7-1365U,Intel Iris Xe Graphics,32GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,1629
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,1119
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4060,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,1219
ASUS,AMD Ryzen 9 5900HX,GeForce RTX 3050 Ti,16GB,15.6 Inches,1920x1080,1TB SSD,Windows 11 Pro,None,1719
Lenovo,"Intel i7-11850H vPro 2.50GHz Processor (upto 4.8 GHz, 24MB Cache, 8-Cores, 16-Threads, ) ; NVIDIA RTX A3000 6GB GDDR6 Dual (Integrated+Dedicated) Graphics,. 32GB DDR4 SODIMM ; Wi-Fi 6 AX201 Wifi, Bluetooth 5.3, Ethernet LAN (RJ-45), 720p HD Webcam, Fingerprint Security System, Backlit Trackpad,. 15.6"" IPS 4K Ultra HD (3840x2160) 60Hz Display; 230W Power Supply, 3-Cell 94 WHr Battery; Matte Black Color, Smart Card Reader,. 1TB PCIe NVMe SSD; 1 x HDMI 2.1, 2 Thunderbolt 4 (Type-C), USB 3.2 Type-C, SD Reader, Smart Card Reader, No Optical Drive, Headphone/Microphone Combo Jack., Windows 11 Pro-64.,   Includes Microsoft 365 Personal 1 Year Subscription for 1 User(Microsoft 365 Personal | 12-Month Subscription, 1 person | Premium Office apps | 1TB OneDrive cloud storage | PC/Mac;Annual Sub",,,,,,,None,1914.99
Lenovo,AMD Ryzen 5 Pro 4650U,AMD Radeon Graphics,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.23 lbs,1099.99
Dell,Intel Core i5 12th Gen i5-1245U Deca-core (10 Core) 1.60 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,None,1099.99
ASUS,AMD Ryzen 7 5800HS,AMD Radeon Graphics,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 11 Home,4.18 lb,619.99
Lenovo,Intel Pentium Silver N5030,Intel UHD Graphics 605,4GB,14 Inches,1366 x 768,128GB SSD,Windows 10 Home,None,271
Lenovo,AMD Ryzen 9 6900HS,NVIDIA GeForce RTX 3050,32GB,14.5 Inches,3072 x 1920,1TB PCIe SSD,Windows 11 Pro,None,1419.99
HP,Intel Core i7-1360P,Intel Iris Xe,32GB,13.3 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,1764.99
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1200,1TB SSD,Windows 10 Pro,None,1469
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1200,256GB SSD,Windows 10 Pro,None,1409
MSI,Intel Tiger Lake Core i5-11400H,NVIDIA GeForce RTX 3050,16GB DDR4,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,4 - 4.9 lbs.,796.8
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,679.99
Acer,Intel Core i5-10300H,NVIDIA GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,5 - 5.9 lbs.,949.99
Acer,Intel Core i7-11800H,NVIDIA GeForce RTX 3060,16GB,16 Inches,2560 x 1600,512GB SSD,Windows 10 Home,None,1834.99
Acer,Intel Core i7-11800H,NVIDIA GeForce RTX 3060 6GB GDDR6 Dedicated Graphics,32GB DDR4 SODIMM,16 Inches,2560x1600,2TB PCIe NVMe SSD,Windows 10 Home,None,1534.99
Lenovo,Intel Core i5-1135G7,Intel HD Graphics 620,8GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,3 - 3.9 lbs.,729.99
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,1169
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,512GB SSD,Windows 11 Home,None,459.79
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1200,512GB SSD,Windows 10 Pro,None,1429
Dell,Intel Core i5-1335U,Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 10 Pro,None,769
HP,Intel Core i3-1115G4,Intel UHD Graphics,8GB,"17.3"" diagonal, FHD (1920 x 1080), IPS, anti-glare, 300 nits, 100% sRGB",,,,None,516.79
HP,Intel Core i3-1115G4,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB SSD,Windows 11 Pro,None,437.79
HP,Intel Core i3-1005G1,Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,399.79
Acer,Intel Core i5-1035G4,Intel Iris Plus,8GB,13.5 Inches,2256x1504,512GB SSD,Windows 11 Pro,None,1239
HP,Intel Core i5-1135G7,Intel HD Graphics,12GB,15.6 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 10 Home,None,699.99
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,601.79
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,1449
HP,Intel Core i5-12450H,GeForce GTX 1650,32GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Home,None,849.99
MSI,Intel Core i9-13980HX,GeForce RTX,32GB,17.0 Inches,2560 x 1600,2TB PCIe NVMe SSD,Windows 11 Pro,None,4819.99
Dell,Intel Core i7-12700H,NVIDIA GeForce RTX 3050,32GB DDR5,15.6 Inches,1920 x 1200,1TB PCIe SSD,Windows 11 Pro,None,1849.99
ASUS,Intel Core i5-10300H,NVIDIA GTX 1650,20GB,15.6 Inches,1920x1080,4TB PCIe SSD,Windows 10 Pro,None,2069
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,None,1469
ASUS,AMD Ryzen 5,AMD Radeon RX Vega 8,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10,None,560
Lenovo,Intel Core i5-10210U,Intel UHD Graphics,8GB,14 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Home,None,559.79
Lenovo,Intel Core i5-1135G7,Intel Iris Xe,20GB,15.6 Inches,1920x1080,512GB PCIe NVMe SSD,Windows 10 Pro,None,669.79
Lenovo,Intel Core i5-10310U,Intel UHD Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,749.99
ASUS,Intel Core i7-8565U,NVIDIA GeForce MX250,12GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,739.99
Lenovo,Intel Core i7-1365U,Intel Iris Xe Graphics,32GB,14.0 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,None,1789
Lenovo,Intel Celeron N4020,Intel UHD Graphics 600,4GB,14 Inches,1366 x 768,64 GB M.2 PCIe SSD,Windows 10 In S Mode,None,301.38
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe SSD,Windows 11 Home,4 - 4.9 lbs.,386.79
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,379.79
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1200,256GB SSD,Windows 11 Pro,None,1539
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,None,629
Lenovo,Intel Core i5-1135G7,Intel UHD Graphics,16GB,15.6 Inches,1920x1080,1TB PCIe SSD,Windows 11 Full HD Touchscreen,3 - 3.9 lbs.,689.79
Lenovo,Intel Core i5-1135G7,Intel UHD Graphics,36GB DDR4,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11,3 - 3.9 lbs.,769.79
ASUS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3050 Ti,8GB,15.6 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,None,979.99
HP,Intel Core i3-1125G4 3.7GHz,Intel UHD Graphics,8GB,17.3 Inches,1600 x 900,256GB SSD,Windows 11 Pro,None,533.79
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe SSD,Windows 10 Pro,None,449.79
Lenovo,Intel i3-10110U,Intel UHD Graphics,12GB,15.6 Inches,1366 x 768,256GB SATA SSD,Windows 10 Home,None,519.99
HP,Intel Core i7 12th Gen 1255U (1.70GHz) ,Intel Iris Xe Graphics,8GB,15.6 Inches ,1920x1080,256GB PCIe SSD,Windows 10 Pro (available through DG rights from Windows 11 Pro),3.83 lbs.,869
ASUS,AMD Ryzen 9 5900HX,GeForce RTX 3050 Ti,16GB,15.6 Inches,1920 x 1080,2TB PCIe NVMe SSD,Windows 11 Pro,None,1724.99
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe SSD,Windows 11 Pro-64,None,439.69
