Brand,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
HP,Intel Core i5 16 GB memory; 1 TB SSD,,,,,,,3.0300 lb,2085
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,None,1404.99
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 10 Pro,None,1404.99
Lenovo,Intel Core i5 12th Gen i5-1235U Deca-core (10 Core),Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Intel Iris Xe Graphics In-plane,None,899.99
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,2TB PCIe SSD,Windows 11 Pro,None,1419.99
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,2TB PCIe SSD,Windows 10 Pro,None,1419.99
ASUS,AMD Ryzen 7 5800H,AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,934.52
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,512GB PCIe NVMe SSD,Windows 11 Pro,None,1429.99
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,512GB PCIe NVMe SSD,Windows 10 Pro,None,1429.99
ASUS,"Intel Core i7-12700H (6P+8E, Base Clock 2.3GHz, Max Boost Clock Up to 4.7GHz, 24MB Smart Cache, 20 Threads)",NVIDIA GeForce RTX 3060 6GB GDDR6,16GB DDR5 4800MHz,16 Inches,1920 x 1200,1TB SSD,Windows 11 Home,4.41 lb,1289.99
ASUS,Intel Core i3-1005G1,Intel UHD Graphics,4GB,15.6 Inches,1920 x 1080,128GB SSD,Windows 10,None,329.99
Lenovo,Intel Core i7-1185G7,NVIDIA T500,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,1144.99
Lenovo,Intel Core i5 10th Gen 10210U (1.60GHz),Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe SSD,Windows 10 Home,3.75 lbs.,559.79
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,2TB PCIe SSD,Windows 11 Home,None,1459.99
HP,AMD Ryzen 5 16 GB memory; 256 GB SSD,,,,,,,None,1465
HP,Intel Celeron N3060 (1.60 GHz) ,Intel HD Graphics 400,4 GB,11.6 Inches,1366 x 768,16 GB eMMC,Chrome OS,None,289
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,2TB PCIe SSD,Windows 10 Pro,None,1459.99
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,2TB PCIe SSD,Windows 11 Pro,None,1459.99
Lenovo,Intel Core i7-1185G7,Intel Iris Xe,32GB,14.0 Inches,1920 x 1200,1TB PCIe NVMe SSD,Windows 10 Pro,None,1839
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,None,1479.99
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 10 Pro,None,1479.99
Lenovo,Intel Core i7-1185G7,Intel Iris Xe,32GB,14.0 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,None,1844
HP,Intel Core i5 12th Gen i5-1235U Deca-core (10 Core),Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,None,791.36
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,2TB PCIe SSD,Windows 11 Pro,None,1504.99
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,2TB PCIe SSD,Windows 10 Pro,None,1504.99
HP,Intel Core i5-1335U,Intel Iris Xe,8GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,699.99
ASUS,AMD Ryzen 5 5500U,AMD Radeon,8GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,869
ASUS,AMD Ryzen 9 6900HS,GeForce RTX 3050 Ti,16GB,13.4 Inches,1920 x 1200,1TB PCIe NVMe SSD,Windows 11 Home,None,1349.99
ASUS,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3080,32GB DDR4,"15.6"" Full HD (1920x1080) 300Hz Refresh Rate IPS Display",,,,5 - 5.9 lbs.,2539
ASUS,AMD Ryzen 9 6900HS,GeForce RTX 3050 Ti,16GB,13.4 Inches,1920 x 1200,1TB PCIe SSD,Windows 11 Pro,None,1454.99
HP,Intel Core i7,Intel Iris Xe Graphics,12GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1399.99
Lenovo,Intel Core i7-1165G7,NVIDIA T500,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,1214.99
Lenovo,Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz,NVIDIA Quadro T500 with 4 GB In-plane Switching (IPS) Technology,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,None,1699.75
ASUS,AMD Ryzen 9 6900HX,NVIDIA GeForce RTX 3070 Ti,32GB DDR5 4800MHz,"17.3"" 2K Quad HD (2560x1440) 240Hz Refresh Rate IPS Display; 280W Power Supply",,1TB PCIe NVMe SSD,Windows 11 Home,None,2674.99
MSI,Intel i5-10500H,NVIDIA GeForce GTX 1650 Max-Q,16 GB,15.6 Inches,1920 x 1080,512 GB PCIe SSD,Windows 11 Home,4.1,719.79
HP,Intel Core i5 13th Gen 13420H (1.5GHz),NVIDIA GeForce RTX 3050 6GB GDDR6,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,684.95
ASUS,AMD Ryzen 7 5800H,AMD Radeon,8GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,909.99
ASUS,AMD Ryzen 3 3250U,  AMD Radeon Graphics,8GB,14.0 Inches,1366 x 768,128GB SSD,Windows 11 Home,None,544
HP,"Intel Core i5-1035G1, Quad-Core,.0 GHz base frequency, up to 3.6 GHz with Intel Turbo Boost Technology ",Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB PCIe NVMeTM M.2 Solid State Drive,Windows 10 Home,None,549.99
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,2TB PCIe SSD,Windows 11 Pro,None,1579.99
MSI,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,2TB PCIe NVMe SSD,Windows 10 Pro,None,1579.99
Lenovo,Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,None,1799.99
MSI,Intel Core i9-13980HX,GeForce RTX,32GB,17.0 Inches,2560 x 1600,2TB PCIe NVMe SSD,Windows 11 Pro,None,4569.99
MSI,Intel Core i9-13900H,GeForce RTX,64GB,17.3 Inches,2560 x 1440,2TB PCIe NVMe SSD,Windows 11 Pro,None,4569.99
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,32GB,14 Inches,2240 x 1400,256GB SSD,Windows 10 Pro,None,1729
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,32GB,14 Inches,2240 x 1400,512GB SSD,Windows 11 Pro,None,1789
Lenovo,Intel Core i7-1255U,Intel Iris Xe Graphics,16GB,16 Inches,2560 x 1600,1024GB SSD,Windows 11 Home,None,799.99
MSI,Intel Core i7 11th Gen 11800H (2.30GHz),NVIDIA GeForce RTX 3060,16GB,16 Inches,2560 x 1600,1TB NVMe SSD,Windows 10 Pro 64-bit,4.84 lbs.,2699
Lenovo,AMD Ryzen 7 5700U,AMD Radeon Graphics,16 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,None,699.99
HP,Intel Core i7-1255U,Intel Iris Xe,16GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1204
MSI,Intel Core i7-1255U,Intel Arc A370M,16GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,929.99
ASUS,AMD Ryzen 9 5900HX,NVIDIA RTX 3080,16GB,15.6 Inches,1920x1080,1TB SSD,Windows 10 Home,None,2379
Lenovo,Intel Core i5-1135G7,Intel HD Graphics 620,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,1349
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,32GB,14 Inches,2240 x 1400,256GB SSD,Windows 11 Pro,None,1729
ASUS,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,459.99
ASUS,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,1024GB SSD,Windows 11 Home,None,539.99
MSI,Intel Core i9-13900H,GeForce RTX 4090,16GB,17.3 Inches,2560 x 1440,2TB PCIe NVMe SSD,Windows 11 Pro,None,4614.99
Lenovo,Intel Core i7-11850H,NVIDIA RTX A2000,128GB,17.3 Inches,1920 x 1080,2TB PCIe NVMe SSD,Windows 10 Pro,None,2504.99
ASUS,AMD Ryzen 9 5900HX,GeForce RTX 3080,32GB,15.6 Inches,FHD 300Hz,2TB PCIe SSD,"Windows 11Elevate Your Game- Draw more frames and win more games with the raw horsepower of ROG Strix SCAR 15. Power through any game or project with an AMD Ryzen 9 5900HX CPU. With 8 performance cores and 16 threads, AAA gaming and streaming is effortless Ultimate Performance- GeForce RTX 3080 laptop GPU delivers the ultimate competitive advantage. You can acquire targets faster, react quicker, and increase aim precision through a revolutionary suite of technologies, Keep It Cool- The SCAR utilizes liquid metal thermal compound on the CPU and four dedicated fan outlets to efficiently transfer heat out of the system. The CPU and GPU to maintain higher boost frequencies for longer periods of time. Lightning Fas, Crystal Clear- The 15.6"""" machine offers FHD 300Hz, making sure youll never miss a moment. With refresh rates that fast and response times of just 3ms. Flexible Connectivity- 1x USB 3.2 Type C, 3x USB 3.2 Type A, 1x",None,1649.99
HP,Intel Core i7-1255U,Intel Iris Xe,16GB,13.3 Inches,1920 x 1200,512GB PCIe NVMe SSD,Windows 11 Pro,None,1099.99
MSI,Intel Core i7-1255U,Intel Arc A370M,16GB,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,1099.99
HP,Intel Core i5 16 GB memory; 256 GB SSD,,,,,,,3.0100 lb,2258
ASUS,AMD Ryzen 9 5900HX,NVIDIA RTX 3080,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,2259
ASUS,Intel Core i5-1135G7,Intel Iris Xe Graphics,36GB DDR4,15.6 Inches,1920 x 1080,1024GB SSD,Windows 11 Home,None,569.99
ASUS,AMD Ryzen 7 5700U,NVIDIA MX450,8GB,15.6 Inches,1920x1080,256GB SSD,Windows 11 Home,None,658.99
HP,Intel Core i3-N305,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Home,None,449.99
Lenovo,Intel Core i7 11th Gen 1165G7 (2.80GHz),Intel Iris Xe Graphics,16GB,14.0 Inches,3840 x 2160,512 GB PCIe SSD,Windows 11 DG Windows 10 Pro 64-bit,3.24 lbs.,1774.99
Lenovo,Intel Core i7-1355U,Intel HD Graphics,16GB,16 Inches,1920 x 1200,512GB SSD,Windows 10 Home,None,894.99
MSI,Intel Core i7-1255U,Intel Arc A370M,16GB,15.6 Inches,1920 x 1080,4TB NVMe SSD,Windows 11 Pro,3 - 3.9 lbs.,1399.99
HP,Intel Celeron N4120,Intel UHD 600,4GB,15.6 Inches,1920x1080,1TB HDD,Windows 10 Home,None,359.99
HP,Intel Celeron N4000,Intel UHD 600,4GB,14.0 Inches,1920 x 1080,64GB SSD,Chrome OS,None,289.99
HP,Intel i3-1215U,Intel UHD Graphics,8GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,650
MSI,Intel Core i9-13900H,GeForce RTX 4090,64GB DDR5 SODIMM,17.3 Inches,2K Quad HD (2560x1440) 240Hz Refresh Rate,4TB PCIe NVMe SSD,Windows 11 Pro-64,None,5289.99
ASUS,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,1024GB SSD,Windows 11 Home,None,509.99
MSI,Intel Core i9-13980HX,GeForce RTX 4090,32GB DDR5 5600MHz,17.0 Inches,2560 x 1600,2TB SSD,Windows 11 Pro,None,4694.99
MSI,Intel Core i9-13900H,GeForce RTX 4090,64GB DDR5 SODIMM,17.3 Inches,2K Quad HD (2560x1440) 240Hz Refresh Rate,2TB PCIe NVMe SSD,Windows 11 Pro-64,None,4694.99
Durabook,Intel Core i5-1135G7 @ 2.40GHz,Intel HD Graphics 620,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Pro 64-bit,None,2199
HP,Intel i5-1335U,Intel Iris Xe,8GB,14.0 Inches,1920x1080,512GB PCIe NVMe SSD,Windows 11 Home,None,784.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,499
HP,Intel Core i7-1255U,Intel Iris Xe,16GB,17.3 Inches,1600x900,512GB SSD,Windows 11 Home,None,864.99
Lenovo,Intel Core i7 11th Gen i7-1185G7 Quad-core (4 Core) 3 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,None,1799.99
Dell,Intel Core i5 10th Gen 10210U (1.60GHz) ,Intel UHD Graphics,8GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,738
HP,Intel Core i5-1235U,Intel Iris Xe,16GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,779.99
Lenovo,Intel Core i5-10210U,Intel HD Graphics 620,20GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10,None,599.79
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,32GB,14 Inches,2240 x 1400,1TB SSD,Windows 11 Pro,None,1849
Intel,Intel Core i7-1165G7,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,None,999.99
ASUS,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,499.99
MSI,Intel Core i5-10500H,NVIDIA GeForce GTX 1650 Max-Q,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,799.79
HP,Intel Core i5-1235U,Intel Iris Xe,16GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,944.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Home,None,519
HP,Intel Core i7-1260P,Intel Iris Xe,64GB,17.3 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Home,None,1549.99
HP,Intel Celeron N4120,Intel UHD 600,4GB,15.6 Inches,1920x1080,1TB HDD,Windows 10 Home,None,379.99
HP,Intel i5-1335U,Intel Iris Xe,8GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,864.99
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,13.3 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,719
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,864
HP,Intel Core i5-1235U,Intel Iris Xe,8GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,814.99
LG,Intel Core i7-1360P (12-Core) Processor,Intel® Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.1 Integrated,32GB,"17.0"" IPS WQXGA (2560 x 1600) 350-Nits Display",,1TB SSD,Windows 11 Home,None,1394.49
LG,Intel Core i7-1360P (12-Core) Processor,Intel® Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.1 Integrated,32GB,"17.0"" IPS WQXGA (2560 x 1600) 350-Nits Display",,1TB SSD,Windows 11 Home,None,1394.49
HP,Intel i3-1215U,Intel UHD Graphics,8GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,655
HP,Intel Core i3-1125G4,Intel UHD Integrated Graphics,8GB,17.3 Inches,1600x900,256GB SSD,Windows 11 Home,None,634.99
HP,Intel i3-1215U,Intel UHD Graphics,8GB,14.0 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 11 Home,None,575
Dell,Intel Core i5 12th Gen i5-12500H Dodeca-core (12 Core),Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,None,1400.46
MSI,Intel Core i5 10500H,NVIDIA GeForce GTX 1650 Max Q,32GB,15.6 Inches,1920x1080,1TB PCIE SSD,Windows 11 PRO,None,799.69
ASUS,Intel Core i5-1135G7,Intel Iris Xe Graphics,36GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,549.99
ASUS,AMD Ryzen 7 5700U,NVIDIA MX450,8GB,15.6 Inches,1920 x 1080,256GB PCIe SSD,Windows 11 Pro,None,676
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,32GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1249.99
ASUS,Intel Core i5-1235U,Intel HD Graphics,16GB,14 Inches,1920 x 1200,256GB SSD,Chrome OS,None,892.59
MSI,Intel Core i9-13980HX,GeForce RTX 4080,64GB DDR5,17.3 Inches,4K UHD,2TB SSD,Windows 11 Pro,None,5134.99
HP,Intel Core i7-1255U,Intel Iris Xe,16GB,17.3 Inches,1600x900,512GB SSD,Windows 11 Home,None,944.99
HP,Intel Core i7-1255U,Intel Iris Xe,16GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,884.99
HP,Intel Core i7-1165G7,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,914.99
HP,Intel Core i7-1255U,Intel Iris Xe,16GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,964.99
HP,Intel Celeron N4120,Intel UHD 600,4GB,15.6 Inches,1920x1080,1TB SATA SSD,Windows 10 Home,None,529.99
ASUS,AMD Ryzen 9 5900HX,NVIDIA RTX 3080,64GB,15.6 Inches,2560 x 1440,2TB PCIe NVMe SSD,Windows 10 Pro,None,3859
Dell,AMD Ryzen 7 5825U,  NVIDIA GeForce MX550,64GB DDR4 3200MHz,"15.6-inch FHD (1920 x 1080) Anti-Glare LED Backlight Touch Narrow Border WVA Display Memory & Storage: 2TB M.2 PCIe NVMe Solid State Drive; Operation System: Windows 11 Pro Feature: NVIDIA GeForce MX550 with 2GB GDDR6; Mediatek Wi-Fi 6 (2x2) Gig+ and Bluetooth 5.2; Fingerprint Reader, USB 2.0, HDMI, USB 3.2 Gen 1, USB 3.2 Gen 1 Type-C",,,,None,1295
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,13.3 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 11 Home,None,799
HP,Intel i5-1235U,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,699.99
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,1039
HP,Intel Core i5-1235U,Intel Iris Xe,16GB,14.0 Inches,1920 x 1080,256GB PCIe NVMe SSD,Windows 11 Home,None,864.99
HP,Intel Core i5-1235U,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,995.99
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,14.0 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,None,1009
HP,Intel i5-1335U,Intel UHD,8GB,15.6 Inches,1920 x 1080,256GB PCIe SSD,Windows 10 Pro,None,884.99
HP,Intel Core i7-1355U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,512GB PCIe NVMe SSD,Windows 11 Home,None,1279.99
HP,Intel Celeron N4000,Intel UHD 600,4GB,14.0 Inches,1920 x 1080,64GB SSD,Chrome OS,None,454.99
HP,Intel Core i5-1135G7,Intel Iris Xe,8GB,13.3 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,999
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,32GB,14 Inches,2240 x 1400,512GB SSD,Windows 10 Pro,None,1789
Lenovo,AMD Ryzen 9 6900HS,NVIDIA GeForce RTX 3050,32GB,14.5 Inches,3072 x 1920,1TB PCIe NVMe SSD,Windows 11 Home,None,1384.99
HP,Intel Core i7-1165G7,Intel Iris Xe,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,1134.99
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11,None,589
HP,Intel Core i7-1165G7,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1015
HP,Intel Core i7-1165G7,Intel Iris Xe,8GB,17.3 Inches,1600x900,256GB SSD,Windows 11 Home,None,994
HP,Intel Core i7-1165G7,Intel Iris Xe,12GB,15.6 Inches,1366 x 768,512GB SSD,Windows 11 Home,None,894.99
HP,Intel Core i7-1165G7,Intel Iris Xe,16GB,15.6 Inches,1366 x 768,512GB SSD,Windows 11 Home,None,994.99
HP,Intel Core i7-1355U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1164.99
HP,Intel Celeron N4000,Intel UHD 600,4GB,14.0 Inches,1920 x 1080,64GB SSD,Chrome OS,None,519.47
HP,Intel Celeron N4000,Intel UHD 600,4GB,14.0 Inches,1920 x 1080,64GB SSD,Chrome OS,None,289.99
HP,Intel Core i7-1165G7,Intel Iris Xe,16GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,1164.99
Lenovo,Intel Core i7-1255U,Intel Iris Xe Graphics,16GB,16 Inches,2560 x 1600,512GB SSD,Windows 11 Home,None,749.99
HP,Intel Core i7-1195G7,Intel HD Graphics 620,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,986.99
HP,Intel Core i7-1255U,Intel Iris Xe,16GB,13.3 Inches,1920 x 1200,512GB PCIe NVMe SSD,Windows 10 Pro,None,1134.99
MSI,Intel Core i5-10500H,Nvidia RTX 3050,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,736.79
HP,"Intel Core i5-1335U (up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)",,,,,,,3.0300 lb,2355
MSI,Intel 4-Core i5-9300H (>i7-7700HQ),  NVIDIA GeForce GTX 1650 Max-Q,4GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Home,None,799.79
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,64GB,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1574.99
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,4 - 4.9 lbs.,1239.99
MSI,Intel Core i7-9750H,NVIDIA GeForce RTX 2060,8GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,4 - 4.9 lbs.,1274.99
MSI,Intel Core i9-13900H,GeForce RTX,64GB,17.3 Inches,2560 x 1440,2TB PCIe NVMe SSD,Windows 11 Pro,None,4819.99
HP,Intel Celeron N3060 (1.60 GHz) ,Intel HD Graphics ,2 GB,11.6 Inches,1366 x 768,16 GB eMMC SSD,Chrome OS,None,254
HP,Intel Celeron N4000,Intel UHD 600,4GB,14.0 Inches,1920 x 1080,64GB eMMC,Chrome OS,None,556
HP,Intel Core i7-1165G7,Intel Iris Xe,32GB,15.6 Inches,1920x1080,1TB PCIe SSD,Windows 11 Home,None,1183
HP,Intel Core i3-1115G4,Intel UHD Graphics,8GB,15.6 Inches,1366 x 768,256 GB PCIe NVMe M.2 SSD,Windows 11 Home,None,479.99
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,8GB,15.6 Inches,1366 x 768,256GB PCIe NVMe M.2 SSD,Windows 11 Home,None,599.99
HP,Intel Core i7-1355U,Intel Iris Xe Graphics,12GB,15.6 Inches,1920x1080,512GB SSD,Windows 11 Home,None,749
GIGABYTE,Intel Core i7-12700H (2.3GHz~4.7GHz),NVIDIA GeForce RTX 3070 Ti Laptop GPU,16GB DDR4 3200,"16"" Thin Bezel 4K/UHD+ 3840x2400 Samsung AMOLED Display, VESA DisplayHDR 500, 100% DCI-P3 Next Gen Interface: Windows 11 Pro, Intel Wi-Fi 6E AX210 (Gig+), Bluetooth V5.2 AERO Hub: External Adaptor with HDMI, miniDP, USB 3.1 Type-A, RJ45 Dynamic Audio: DTS:X Ultra Audio Technology, Built-in Microphone, 2x 2W Speakers I/O: 2x Thunderbolt 4, 1x USB 3.2 Gen2 (Type-C), 1x 3.5mm Audio Combo Jack, 1x DC-in Jack",,,,5.07 lbs.,1773.79
HP,Intel i7-1355U,Intel Iris Xe,16GB,13.5 Inches,1920x1280,512GB PCIe NVMe SSD,Windows 11 Home,None,1334.99
ASUS,AMD Ryzen 5 5500U,AMD Radeon,8GB,14.0 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,1325
Acer,Intel Core i7-12700H,GeForce RTX 3060,16GB,14.0 Inches,1920 x 1200,1TB PCIe SSD,Windows 11 Home,None,1225
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,32GB,14 Inches,2240 x 1400,1TB SSD,Windows 10 Pro,None,1849
Dell,AMD Ryzen 7 5825U,NVIDIA GeForce MX550,32GB DDR4 3200MHz,15.6-inch FHD (1920 x 1080) Anti-Glare LED Backlight Touch Narrow Border WVA Display,,1TB M.2 PCIe NVMe Solid State Drive; Operation System: Windows 11 Pro,,None,1095
HP,Intel Celeron N3060 (1.60GHz) ,Intel HD Graphics 400,2 GB,11.6 Inches,1366 x 768,16 GB eMMC SSD,Chrome OS,None,199.99
HP,Intel Core i7-1260P,Intel Iris Xe,16GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,1204.99
Lenovo,Intel Core i7-1185G7 3.00GHz,NVIDIA T500 4GB GDDR6 Dual (Integrated+Dedicated) Graphics,16GB,14.0 Inches,1920x1080,1TB PCIe NVMe SSD,Windows 10 Pro-64,None,1129.99
ASUS,Intel Core i9-12900H Processor,NVIDIA GeForce RTX 3060 Laptop GPU,32GB,15.6 Inches,4K,1TB PCIe NVMe M.2 SSD,Windows 11 Pro,5.16 lbs.,2917.64
HP,"Intel Core i5-1335U (up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)",,,,,,,3.8000 lb,2387
HP,Intel Core i7-1355U,Intel Iris Xe,16GB,15.6 Inches,1920x1080,512GB PCIe NVMe SSD,Windows 11 Home,None,1204.99
HP,Intel Celeron N3060 (1.1GHz),Intel HD Graphics,4GB,11.6 Inches,1366 x 768,32GB SSD,Chrome OS,None,62.99
Lenovo,Intel Core i5-1135G7 Quad-core Processor,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,545.79
